product_title,product_rating,total_reviews,purchased_last_month,discounted_price,original_price,is_best_seller,is_sponsored,product_image_url,product_page_url,product_category,discount_percentage
"Apple Watch SE (2nd Gen) [GPS 40mm] Smartwatch with Starlight Aluminum Case with Starlight Sport Band S/M. Fitness and Sleep Trackers, Crash Detection, Heart Rate Monitor, Retina Display",4.6,12840,10000,146.14,146.14,No Badge,Organic,https://m.media-amazon.com/images/I/61umEhyV-UL._AC_UL320_.jpg,https://www.amazon.com/Apple-Smartwatch-Starlight-Aluminum-Detection/dp/B0DGJ73CFS/ref=sr_1_22?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-22,TV & Display,0
"Amazon Basics Wood-Cased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",4.8,54244,100000,9.89,14.33,No Badge,Organic,https://m.media-amazon.com/images/I/81qxJ-PgGLL._AC_UL320_.jpg,https://www.amazon.com/AmazonBasics-Pre-sharpened-Wood-Cased-Pencils/dp/B071JM699P/ref=sr_1_23?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-23,Other Electronics,30.98
"Apple EarPods Headphones with USB-C Plug, Wired Ear Buds with Built-in Remote to Control Music, Phone Calls, and Volume",4.6,15087,10000,16.1,16.1,No Badge,Organic,https://m.media-amazon.com/images/I/513OSdW4elL._AC_UL320_.jpg,https://www.amazon.com/Apple-EarPods-Headphones-Built-Control/dp/B0DCH8VDXF/ref=sr_1_24?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-24,Phones,0
"Duracell 2032 Lithium Battery. 4 Count Pack. Child Safety Features. Compatible with Apple AirTag, Key Fob, and other devices. CR2032 3V Cell. 2032 Battery, Lithium Coin",4.7,84821,100000,,,Best Seller,Organic,https://m.media-amazon.com/images/I/71B7wnkW7DL._AC_UL320_.jpg,,Power & Batteries,
"Energizer Alkaline Power AAA Batteries, 32 Count, Long-Lasting Triple A Batteries, Suitable for Everyday Electronics and Emergency Gear",4.8,43002,70000,15.15,17.99,No Badge,Organic,https://m.media-amazon.com/images/I/91ass+ZYjcL._AC_UL320_.jpg,,Power & Batteries,15.79
"Duracell Coppertop AA Batteries with Power Boost Ingredients, 24 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices",4.8,125404,80000,18.79,21.89,No Badge,Organic,https://m.media-amazon.com/images/I/71F1yxjGeYL._AC_UL320_.jpg,,Power & Batteries,14.16
"Sony ZX Series Wired On-Ear Headphones, Black MDR-ZX110",4.5,108926,10000,9.54,9.54,Best Seller,Organic,https://m.media-amazon.com/images/I/41CiQ7hR31L._AC_UL320_.jpg,https://www.amazon.com/Sony-MDRZX110-BLK-Stereo-Headphones/dp/B00NJ2M33I/ref=sr_1_28?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-28,Phones,0
"HP 67 Black/Tri-color Ink Cartridges for HP Printers | Works with Printer Series: DeskJet 1255, 2700, 4100; ENVY 6000, 6400 | Eligible for Instant Ink | 3YP29AN",4.6,59092,50000,43.89,43.89,No Badge,Organic,https://m.media-amazon.com/images/I/51eBahpKdaL._AC_UL320_.jpg,https://www.amazon.com/HP-Cartridges-Black-Tri-Color-3YP29AN/dp/B08412HXK9/ref=sr_1_29?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-29,Laptops,0
"HP 67XL Black High-yield Ink Cartridge | Works with HP DeskJet 1255, 2700, 4100 Series, HP ENVY 6000, 6400 Series | Eligible for Instant Ink | One Size | 3YM57AN",4.6,101072,50000,35.89,35.89,Best Seller,Organic,https://m.media-amazon.com/images/I/71y57XPIiaL._AC_UL320_.jpg,https://www.amazon.com/HP-Cartridge-Black-3YM57AN-Tri-Color/dp/B08412PTS8/ref=sr_1_30?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-30,Laptops,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,No Badge,Sponsored,https://m.media-amazon.com/images/I/613TxRU5DpL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzEzNDY2NTQ5NDYxNDQ2OjE3NTU4MDAwNjg6c3BfYnRmX2Jyb3dzZTozMDA4NTYzMDEyODM5MDI6OjA6Og&url=%2FRazer-Seiren-Chroma-Microphone-Mute%2Fdp%2FB0CT7BK716%2Fref%3Dsr_1_31_sspa%3Fdib%3DeyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo%26dib_tag%3Dse%26qid%3D1755800068%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-31-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Phones,0
OWC 250GB Aura Pro 6G Flash SSD Upgrade for 2012 MacBook Air,4.6,276,,42.99,42.99,No Badge,Sponsored,https://m.media-amazon.com/images/I/41d4RtiB8EL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzEzNDY2NTQ5NDYxNDQ2OjE3NTU4MDAwNjg6c3BfYnRmX2Jyb3dzZToyMDAxMzI1NDg4MjY2OTg6OjA6Og&url=%2FOWC-Computing-Internal-Upgrade-MacBook%2Fdp%2FB07L5H7VNF%2Fref%3Dsr_1_32_sspa%3Fdib%3DeyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo%26dib_tag%3Dse%26qid%3D1755800068%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Laptops,0
"OWC 2.0TB Aura Pro X2 (GEN 4) SSD Complete Upgrade Solution Compatible with Mac Pro (Late 2013), High Performance NVMe Flash Upgrade, Including Tools, heatsink, and Envoy Pro Enclosure",4.4,358,,239.99,239.99,No Badge,Sponsored,https://m.media-amazon.com/images/I/51vvx1JymAL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzEzNDY2NTQ5NDYxNDQ2OjE3NTU4MDAwNjg6c3BfYnRmX2Jyb3dzZTozMDAxMzY1MDMzODA2MDI6OjA6Og&url=%2FOWC-Compatible-Performance-Including-Enclosure%2Fdp%2FB0CTD3XXBT%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo%26dib_tag%3Dse%26qid%3D1755800068%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Storage,0
Texas Instruments TI-30XS MultiView Scientific Calculator,4.8,36122,70000,16.99,20,No Badge,Organic,https://m.media-amazon.com/images/I/71b23YXk+RL._AC_UL320_.jpg,https://www.amazon.com/Texas-Instruments-MultiView-Scientific-Calculator/dp/B000PDFQ6K/ref=sr_1_25?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-25,Other Electronics,15.05
"Amazon Basics Micro SDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB, Black",4.7,123411,10000,11.06,11.06,Best Seller,Organic,https://m.media-amazon.com/images/I/81FMYuiSaEL._AC_UL320_.jpg,https://www.amazon.com/Amazon-Basics-microSDXC-Memory-Adapter/dp/B08TJRVWV1/ref=sr_1_26?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-26,Chargers & Cables,0
"Mounting Dream TV Wall Mount for 32-65 Inch Television,Mount with Swivel and Tilt, Full Motion Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 400X400 mm, 99lbs, MD2380",4.8,44109,10000,39.97,48.99,Best Seller,Organic,https://m.media-amazon.com/images/I/61da4dQI-hL._AC_UL320_.jpg,https://www.amazon.com/Mounting-Dream-Bracket-Articulating-400x400mm/dp/B00SFSU53G/ref=sr_1_27?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-27,TV & Display,18.41
"Energizer Ultimate Lithium AA Batteries Pack, 1.5V AA Batteries, 24 Count",4.7,32810,40000,,,No Badge,Organic,https://m.media-amazon.com/images/I/71eW3rQCd6L._AC_UL320_.jpg,,Power & Batteries,
"Scotch Heavy Duty Shipping and Moving Packing Tape, Clear, Packing and Moving Supplies, 1.88 in. x 22.2 yd., 6 Tape Rolls with Dispensers",4.8,103375,10000,13.86,19.99,Best Seller,Organic,https://m.media-amazon.com/images/I/610as++OYZL._AC_UL320_.jpg,https://www.amazon.com/Scotch-Shipping-Packaging-Dispenser-142-6/dp/B000J07BRQ/ref=sr_1_29?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-29,Other Electronics,30.67
"JBL Vibe Beam - True Wireless JBL Deep Bass Sound Earbuds, Bluetooth 5.2, Water & Dust Resistant, Hands-free call with VoiceAware, Up to 32 hours of battery life (Black)",4.3,26559,10000,29.95,29.95,No Badge,Organic,https://m.media-amazon.com/images/I/41+1Csr1pSL._AC_UL320_.jpg,https://www.amazon.com/JBL-Vibe-Beam-Wireless-Headphones/dp/B0BQPNMXQV/ref=sr_1_30?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-30,Headphones,0
"Apple Pencil Pro: Latest Model - Device Compatibility Check Required - Pixel-Perfect Precision, Tilt and Pressure Sensitivity, Perfect for Note-Taking, Drawing, and Art. Charges and Pairs Magnetically",4.6,4676,10000,148,148,No Badge,Organic,https://m.media-amazon.com/images/I/41iLLpfSWxL._AC_UL320_.jpg,https://www.amazon.com/Apple-Pencil-Pro-Pixel-Perfect-Industry-Leading/dp/B0D3J71RM7/ref=sr_1_31?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-31,Phones,0
"Energizer AA and AAA Batteries, 48 Count, Combo Pack Contains 24 Max Double A and 24 Max Triple A Batteries",4.8,70083,40000,23.1,38.98,No Badge,Organic,https://m.media-amazon.com/images/I/91+6hAElRPL._AC_UL320_.jpg,,Power & Batteries,40.74
"Amazon Basics File Folders with Tabs for Filing, 1/3-Cut Tab, Assorted Positions, 8.5x11 inches, Letter Size, Manila, Pack of 100",4.8,53340,70000,11.1,14.39,Best Seller,Organic,https://m.media-amazon.com/images/I/61fuHeaBSaL._AC_UL320_.jpg,https://www.amazon.com/August-19-2025-Sindhoora-Positions/dp/B01LYHE49W/ref=sr_1_33?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-33,Other Electronics,22.86
"Duracell Coppertop AAA Batteries with Power Boost Ingredients, 24 Count Pack Triple A Battery with Long-Lasting Power, Alkaline AAA Battery for Household and Office Devices",4.8,67965,60000,20.39,21.89,No Badge,Organic,https://m.media-amazon.com/images/I/71fYdkAZLML._AC_UL320_.jpg,,Power & Batteries,6.85
"HP OfficeJet Pro 8125e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, ADF, Duplex Printing, Home & Office, 3 Months of Instant Ink Included (405T6A)",4.1,450,20000,119.99,169.99,No Badge,Organic,https://m.media-amazon.com/images/I/61ec0I5hH9L._AC_UL320_.jpg,https://www.amazon.com/HP-OfficeJet-Wireless-Printing-405T6A/dp/B0CT8ZJ7ZC/ref=sr_1_35?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-35,Laptops,29.41
"Scotch Thermal Laminating Pouches, for Use with Thermal Laminators, 8.9 x 11.4 Inches, Letter Size Sheets, 100-Pack",4.9,72360,70000,11.99,19.99,No Badge,Organic,https://m.media-amazon.com/images/I/61y4SMvlKEL._AC_UL320_.jpg,https://www.amazon.com/Scotch-Thermal-Laminating-100-Pack-TP3854-100/dp/B007VBXB48/ref=sr_1_36?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-36,Other Electronics,40.02
"TP-Link AC1200 WiFi Extender, 2025 Wirecutter Best WiFi Extender, 1.2Gbps Home Signal Booster, Dual Band 5GHz/2.4GHz, Up to 1600 Sq.ft and 32 Devices, EasyMesh Compatible, One Ethernet Port (RE315)",4.2,33507,10000,19.99,29.99,Best Seller,Organic,https://m.media-amazon.com/images/I/41Y56RIq57L._AC_UL320_.jpg,https://www.amazon.com/Wifi-Extender-Booster-Wireless-Repeater/dp/B08RHD97QY/ref=sr_1_37?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-37,Networking,33.34
"Samsung Galaxy Tab A9+ Tablet 11â€ 64GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable Design, US Version, 2024, Graphite",4.4,15848,10000,159,219.99,No Badge,Organic,https://m.media-amazon.com/images/I/61d46oYQgdL._AC_UL320_.jpg,https://www.amazon.com/SAMSUNG-Android-Speakers-Upgraded-Graphite/dp/B0CLF3VPMV/ref=sr_1_38?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-38,Phones,27.72
